country;date;total_vaccinations;people_vaccinated;people_fully_vaccinated;daily_vaccinations;vaccines
Afghanistan;15/11/2021;;;;335820;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;16/11/2021;;;;305290;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;17/11/2021;;;;274760;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;18/11/2021;;;;244230;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;19/11/2021;;;;213690;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;20/11/2021;;;;183160;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;21/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;22/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;23/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;24/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;25/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;26/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;27/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;28/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;29/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;30/11/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;1/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;2/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;3/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;4/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;5/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;6/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;7/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;8/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;9/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;10/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;11/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;12/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;13/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;14/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;15/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;16/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;17/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;18/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;19/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;20/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;21/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;22/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;23/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;24/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;25/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;26/12/2021;;;;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;27/12/2021;46745180;41428570;37532240;152630;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;28/12/2021;;;;155980;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;29/12/2021;;;;159320;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;30/12/2021;;;;162660;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;31/12/2021;;;;166010;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;1/01/2022;;;;169350;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;2/01/2022;;;;172690;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;3/01/2022;;;;176040;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;4/01/2022;;;;176040;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;5/01/2022;;;;176040;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;6/01/2022;;;;176040;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;7/01/2022;;;;176040;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;8/01/2022;;;;176040;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;9/01/2022;49033680;43585700;38093530;176040;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;10/01/2022;;;;166420;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;11/01/2022;49251110;43788180;38148370;156800;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;12/01/2022;;;;152870;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;13/01/2022;49548090;44058970;38237860;148930;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;14/01/2022;;;;134580;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Afghanistan;15/01/2022;;;;120230;Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing
Albania;15/11/2021;;;;76110;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;16/11/2021;20169540;10515400;9305270;76560;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;17/11/2021;20255610;10535530;9336300;76550;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;18/11/2021;20337660;10556900;9365390;76480;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;19/11/2021;;;;74910;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;20/11/2021;;;;73340;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;21/11/2021;20503420;10599270;9429030;71770;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;22/11/2021;;;;71320;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;23/11/2021;;;;70870;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;24/11/2021;20746700;10659610;9513710;70160;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;25/11/2021;20817820;10677690;9534890;68590;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;26/11/2021;;;;67900;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;27/11/2021;;;;67200;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;28/11/2021;20968970;10718710;9595550;66510;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;29/11/2021;;;;57880;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;30/11/2021;21010390;10726450;9610130;49250;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;1/12/2021;21117970;10753320;9659640;53040;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;2/12/2021;;;;56390;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;3/12/2021;21307140;10804900;9719740;62710;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;4/12/2021;;;;63470;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;5/12/2021;21418630;10840710;9755730;64240;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;6/12/2021;21510650;10871870;9783330;74420;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;7/12/2021;21611980;10905910;9811700;85940;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;8/12/2021;21662070;10923160;9826580;77730;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;9/12/2021;;;;74910;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;10/12/2021;;;;72090;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;11/12/2021;;;;74820;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;12/12/2021;21961450;11026210;9923530;77550;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;13/12/2021;22060890;11055010;9955000;78610;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;14/12/2021;22164020;11085720;9983260;78860;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;15/12/2021;22262670;11114940;10011890;85800;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;16/12/2021;;;;86890;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;17/12/2021;;;;87980;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;18/12/2021;22510100;11194300;10084650;89070;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;19/12/2021;;;;87670;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;20/12/2021;;;;82760;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;21/12/2021;22705220;11261810;10138060;77310;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;22/12/2021;;;;74440;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;23/12/2021;22862350;11315470;10185490;73890;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;24/12/2021;;;;70780;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;25/12/2021;;;;67680;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;26/12/2021;;;;67060;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;27/12/2021;;;;66450;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;28/12/2021;23166060;11414860;10311320;65830;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;29/12/2021;;;;62710;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;30/12/2021;;;;59580;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;31/12/2021;;;;59010;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;1/01/2022;;;;58430;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;2/01/2022;;;;57850;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;3/01/2022;;;;57270;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;4/01/2022;23562900;11556380;10495250;56690;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;5/01/2022;23675740;11606480;10532360;64710;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;6/01/2022;;;;71200;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;7/01/2022;;;;77690;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;8/01/2022;23982070;11751770;10602670;84180;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;9/01/2022;;;;85020;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;10/01/2022;24107280;11799120;10642970;85870;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;11/01/2022;24197340;11831300;10673280;90630;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;12/01/2022;;;;82330;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;13/01/2022;;;;75560;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;14/01/2022;;;;68790;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Albania;15/01/2022;;;;62020;Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V
Algeria;15/11/2021;;;;312490;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;16/11/2021;;;;408030;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;17/11/2021;;;;503570;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;18/11/2021;;;;599110;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;19/11/2021;;;;694660;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;20/11/2021;;;;790200;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;21/11/2021;120089740;66972630;52985440;790200;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;22/11/2021;120325000;67033640;53140160;710920;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;23/11/2021;;;;619160;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;24/11/2021;;;;527410;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;25/11/2021;120768700;67162990;53402310;435650;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;26/11/2021;;;;347390;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;27/11/2021;;;;259140;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;28/11/2021;;;;170880;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;29/11/2021;121458300;67400640;53803850;161900;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;30/11/2021;122930600;68750030;53912320;351100;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;1/12/2021;;;;344690;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;2/12/2021;;;;338280;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;3/12/2021;;;;328380;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;4/12/2021;;;;318470;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;5/12/2021;;;;308560;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;6/12/2021;;;;298650;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;7/12/2021;;;;103050;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;8/12/2021;;;;103050;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;9/12/2021;;;;103050;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;10/12/2021;;;;103050;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;11/12/2021;;;;103050;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;12/12/2021;;;;103050;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;13/12/2021;;;;103050;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;14/12/2021;124373240;70198790;55547020;103050;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;15/12/2021;;;;110370;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;16/12/2021;;;;117700;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;17/12/2021;;;;125030;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;18/12/2021;;;;132350;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;19/12/2021;;;;139680;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;20/12/2021;;;;147000;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;21/12/2021;125453560;70607370;56090400;154330;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;22/12/2021;;;;164550;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;23/12/2021;;;;174780;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;24/12/2021;;;;185000;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;25/12/2021;;;;195220;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;26/12/2021;;;;205440;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;27/12/2021;;;;215670;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;28/12/2021;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;29/12/2021;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;30/12/2021;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;31/12/2021;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;1/01/2022;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;2/01/2022;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;3/01/2022;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;4/01/2022;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;5/01/2022;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;6/01/2022;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;7/01/2022;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;8/01/2022;;;;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;9/01/2022;129745450;72477870;57964320;225890;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;10/01/2022;;;;216790;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;11/01/2022;;;;207700;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;12/01/2022;;;;198600;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;13/01/2022;;;;189510;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;14/01/2022;;;;180410;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Algeria;15/01/2022;;;;171310;Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V
Andorra;15/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;16/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;17/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;18/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;19/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;20/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;21/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;22/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;23/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;24/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;25/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;26/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;27/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;28/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;29/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;30/11/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;1/12/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;2/12/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;3/12/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;4/12/2021;;;;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;5/12/2021;1064280;560950;503330;540;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;6/12/2021;;;;2360;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;7/12/2021;;;;4170;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;8/12/2021;;;;5990;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;9/12/2021;;;;7810;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;10/12/2021;;;;9630;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;11/12/2021;;;;11440;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;12/12/2021;1157090;566280;505510;13260;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;13/12/2021;;;;11520;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;14/12/2021;;;;9780;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;15/12/2021;;;;8050;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;16/12/2021;;;;6310;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;17/12/2021;;;;4570;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;18/12/2021;;;;2840;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;19/12/2021;;;;1100;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;20/12/2021;;;;1100;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;21/12/2021;;;;1100;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;22/12/2021;;;;1100;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;23/12/2021;;;;1100;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;24/12/2021;;;;1100;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;25/12/2021;;;;1100;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;26/12/2021;1172460;570850;513920;1100;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;27/12/2021;;;;2180;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;28/12/2021;;;;3260;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;29/12/2021;;;;4340;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;30/12/2021;;;;5420;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;31/12/2021;;;;6500;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;1/01/2022;;;;7580;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;2/01/2022;;;;8650;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;3/01/2022;;;;8650;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;4/01/2022;;;;8650;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;5/01/2022;;;;8650;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
Andorra;6/01/2022;;;;8650;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech
