continent;location;date;total_cases;new_cases;total_deaths;new_deaths;icu_patients;hosp_patients;weekly_icu_admissions;weekly_hosp_admissions;new_tests;total_tests;tests_units;population;median_age;gdp_per_capita;extreme_poverty;diabetes_prevalence;female_smokers;male_smokers
Asia;Afghanistan;15/11/2021;156610;58;7294;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;16/11/2021;156649;39;7295;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;17/11/2021;156739;90;7297;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;18/11/2021;156739;0;7297;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;19/11/2021;156812;73;7299;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;20/11/2021;156864;52;7301;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;21/11/2021;156896;32;7303;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;22/11/2021;156911;15;7303;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;23/11/2021;157015;104;7305;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;24/11/2021;157032;17;7306;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;25/11/2021;157144;112;7307;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;26/11/2021;157171;27;7307;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;27/11/2021;157190;19;7308;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;28/11/2021;157218;28;7308;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;29/11/2021;157260;42;7308;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;30/11/2021;157289;29;7308;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;01/12/2021;157359;70;7309;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;02/12/2021;157387;28;7310;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;03/12/2021;157412;25;7311;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;04/12/2021;157431;19;7312;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;05/12/2021;157454;23;7312;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;06/12/2021;157499;45;7316;4;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;07/12/2021;157508;9;7317;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;08/12/2021;157542;34;7319;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;09/12/2021;157585;43;7321;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;10/12/2021;157603;18;7324;3;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;11/12/2021;157611;8;7325;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;12/12/2021;157633;22;7328;3;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;13/12/2021;157648;15;7328;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;14/12/2021;157660;12;7329;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;15/12/2021;157665;5;7331;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;16/12/2021;157725;60;7332;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;17/12/2021;157734;9;7332;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;18/12/2021;157745;11;7333;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;19/12/2021;157787;42;7335;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;20/12/2021;157797;10;7335;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;21/12/2021;157816;19;7335;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;22/12/2021;157841;25;7341;6;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;23/12/2021;157878;37;7346;5;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;24/12/2021;157887;9;7348;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;25/12/2021;157895;8;7349;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;26/12/2021;157951;56;7354;5;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;27/12/2021;157967;16;7354;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;28/12/2021;157998;31;7355;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;29/12/2021;158037;39;7356;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;30/12/2021;158056;19;7356;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;31/12/2021;158084;28;7356;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;01/01/2022;158107;23;7356;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;02/01/2022;158189;82;7361;5;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;03/01/2022;158183;-6;7364;3;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;04/01/2022;158205;22;7365;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;05/01/2022;158245;40;7367;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;06/01/2022;158275;30;7367;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;07/01/2022;158300;25;7368;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;08/01/2022;158309;9;7369;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;09/01/2022;158381;72;7373;4;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;10/01/2022;158394;13;7373;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;11/01/2022;158471;77;7374;1;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;12/01/2022;158511;40;7376;2;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;13/01/2022;158602;91;7376;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;14/01/2022;158639;37;7376;0;;;;;;;;39835428;18,6;1803987;;9,59;;
Asia;Afghanistan;15/01/2022;158678;39;7378;2;;;;;;;;39835428;18,6;1803987;;9,59;;
;Africa;15/11/2021;8563219;4488;220784;195;;;;;;;;1373486472;;;;;;
;Africa;16/11/2021;8566594;3375;220963;179;;;;;;;;1373486472;;;;;;
;Africa;17/11/2021;8570115;3521;221109;146;;;;;;;;1373486472;;;;;;
;Africa;18/11/2021;8574725;4610;221268;159;;;;;;;;1373486472;;;;;;
;Africa;19/11/2021;8578410;3685;221384;116;;;;;;;;1373486472;;;;;;
;Africa;20/11/2021;8581368;2958;221487;103;;;;;;;;1373486472;;;;;;
;Africa;21/11/2021;8584675;3307;221600;113;;;;;;;;1373486472;;;;;;
;Africa;22/11/2021;8588039;3364;221718;118;;;;;;;;1373486472;;;;;;
;Africa;23/11/2021;8610482;3857;221901;183;;;;;;;;1373486472;;;;;;
;Africa;24/11/2021;8615304;4822;222043;142;;;;;;;;1373486472;;;;;;
;Africa;25/11/2021;8621181;5877;222259;216;;;;;;;;1373486472;;;;;;
;Africa;26/11/2021;8626911;5730;222380;121;;;;;;;;1373486472;;;;;;
;Africa;27/11/2021;8632470;5559;222501;121;;;;;;;;1373486472;;;;;;
;Africa;28/11/2021;8638043;5573;222573;72;;;;;;;;1373486472;;;;;;
;Africa;29/11/2021;8644731;6688;222738;165;;;;;;;;1373486472;;;;;;
;Africa;30/11/2021;8653069;8338;222881;143;;;;;;;;1373486472;;;;;;
;Africa;01/12/2021;8666052;12983;223037;156;;;;;;;;1373486472;;;;;;
;Africa;02/12/2021;8682096;16044;223189;152;;;;;;;;1373486472;;;;;;
;Africa;03/12/2021;8703582;21486;223312;123;;;;;;;;1373486472;;;;;;
;Africa;04/12/2021;8724117;20535;223410;98;;;;;;;;1373486472;;;;;;
;Africa;05/12/2021;8738768;14651;223492;82;;;;;;;;1373486472;;;;;;
;Africa;06/12/2021;8749800;11032;223635;143;;;;;;;;1373486472;;;;;;
;Africa;07/12/2021;8769950;20150;223763;128;;;;;;;;1373486472;;;;;;
;Africa;08/12/2021;8803682;33732;223923;160;;;;;;;;1373486472;;;;;;
;Africa;09/12/2021;8836141;32459;224032;109;;;;;;;;1373486472;;;;;;
;Africa;10/12/2021;8863306;27165;224145;113;;;;;;;;1373486472;;;;;;
;Africa;11/12/2021;8896290;32984;224299;154;;;;;;;;1373486472;;;;;;
;Africa;12/12/2021;8941669;45379;224409;110;;;;;;;;1373486472;;;;;;
;Africa;13/12/2021;8958731;17062;224485;76;;;;;;;;1373486472;;;;;;
;Africa;14/12/2021;8997711;38980;224684;199;;;;;;;;1373486472;;;;;;
;Africa;15/12/2021;9042024;44313;224830;146;;;;;;;;1373486472;;;;;;
;Africa;16/12/2021;9086347;44323;224972;142;;;;;;;;1373486472;;;;;;
;Africa;17/12/2021;9127904;41557;225102;130;;;;;;;;1373486472;;;;;;
;Africa;18/12/2021;9156105;28201;225236;134;;;;;;;;1373486472;;;;;;
;Africa;19/12/2021;9185229;29124;225329;93;;;;;;;;1373486472;;;;;;
;Africa;20/12/2021;9218601;33372;225608;279;;;;;;;;1373486472;;;;;;
;Africa;21/12/2021;9254187;35586;225780;172;;;;;;;;1373486472;;;;;;
;Africa;22/12/2021;9305124;50937;226010;230;;;;;;;;1373486472;;;;;;
;Africa;23/12/2021;9361079;55955;226202;192;;;;;;;;1373486472;;;;;;
;Africa;24/12/2021;9410415;49336;226392;190;;;;;;;;1373486472;;;;;;
;Africa;25/12/2021;9451528;41113;226561;169;;;;;;;;1373486472;;;;;;
;Africa;26/12/2021;9475200;23672;226708;147;;;;;;;;1373486472;;;;;;
;Africa;27/12/2021;9507807;32607;226957;249;;;;;;;;1373486472;;;;;;
;Africa;28/12/2021;9549056;41249;227129;172;;;;;;;;1373486472;;;;;;
;Africa;29/12/2021;9598036;48980;227365;236;;;;;;;;1373486472;;;;;;
;Africa;30/12/2021;9658559;60523;227666;301;;;;;;;;1373486472;;;;;;
;Africa;31/12/2021;9711181;52622;227907;241;;;;;;;;1373486472;;;;;;
;Africa;01/01/2022;9751729;40548;228090;183;;;;;;;;1373486472;;;;;;
;Africa;02/01/2022;9774754;23025;228240;150;;;;;;;;1373486472;;;;;;
;Africa;03/01/2022;9802219;27465;228493;253;;;;;;;;1373486472;;;;;;
;Africa;04/01/2022;9860412;58193;228891;398;;;;;;;;1373486472;;;;;;
;Africa;05/01/2022;9915647;55235;229178;287;;;;;;;;1373486472;;;;;;
;Africa;06/01/2022;9973268;57621;229958;229;;;;;;;;1373486472;;;;;;
;Africa;07/01/2022;10021723;48455;230301;343;;;;;;;;1373486472;;;;;;
;Africa;08/01/2022;10064115;42392;230615;314;;;;;;;;1373486472;;;;;;
;Africa;09/01/2022;10092723;28608;230874;259;;;;;;;;1373486472;;;;;;
;Africa;10/01/2022;10124569;31846;231176;302;;;;;;;;1373486472;;;;;;
;Africa;11/01/2022;10162823;38254;231503;327;;;;;;;;1373486472;;;;;;
;Africa;12/01/2022;10202767;39944;231941;438;;;;;;;;1373486472;;;;;;
;Africa;13/01/2022;10249381;46614;232285;344;;;;;;;;1373486472;;;;;;
;Africa;14/01/2022;10289709;40328;232601;316;;;;;;;;1373486472;;;;;;
;Africa;15/01/2022;10326578;36869;232983;382;;;;;;;;1373486472;;;;;;
Europe;Albania;15/11/2021;193269;194;2997;7;;;;;2587;1309806;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;16/11/2021;193856;587;3004;7;;;;;3662;1313468;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;17/11/2021;194472;616;3014;10;;;;;3218;1316686;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;18/11/2021;195021;549;3022;8;;;;;2964;1319650;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;19/11/2021;195523;502;3029;7;;;;;2841;1322491;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;20/11/2021;195988;465;3035;6;;;;;3660;1326151;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;21/11/2021;195988;0;3035;0;;;;;1740;1327891;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;22/11/2021;196611;623;3049;14;;;;;2008;1329899;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;23/11/2021;197167;556;3053;4;;;;;3960;1333859;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;24/11/2021;197776;609;3063;10;;;;;3598;1337457;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;25/11/2021;198292;516;3068;5;;;;;;;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;26/11/2021;198732;440;3077;9;;;;;2902;1340359;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;27/11/2021;199137;405;3085;8;;;;;;;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;28/11/2021;199555;418;3089;4;;;;;;;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;29/11/2021;199750;195;3092;3;;;;;1664;1342023;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;30/11/2021;199945;195;3096;4;;;;;1400;1343423;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;01/12/2021;200173;228;3101;5;;;;;;;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;02/12/2021;200639;466;3104;3;;;;;;;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;03/12/2021;201045;406;3108;4;;;;;2503;1345926;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;04/12/2021;201402;357;3109;1;;;;;2623;1348549;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;05/12/2021;201730;328;3110;1;;;;;1796;1350345;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;06/12/2021;201902;172;3115;5;;;;;1440;1351785;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;07/12/2021;202295;393;3122;7;;;;;2793;1354578;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;08/12/2021;202641;346;3126;4;;;;;;;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;09/12/2021;202863;222;3128;2;;;;;1928;1356506;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;10/12/2021;203215;352;3130;2;;;;;2859;1359365;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;11/12/2021;203524;309;3132;2;;;;;;;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;12/12/2021;203787;263;3134;2;;;;;1752;1361117;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;13/12/2021;203925;138;3140;6;;;;;1836;1362953;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;14/12/2021;204301;376;3144;4;;;;;3279;1366232;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;15/12/2021;204627;326;3152;8;;;;;2601;1368833;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;16/12/2021;204928;301;3156;4;;;;;2396;1371229;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;17/12/2021;205224;296;3158;2;;;;;2278;1373507;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;18/12/2021;205549;325;3161;3;;;;;3109;1376616;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;19/12/2021;205777;228;3166;5;;;;;2370;1378986;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;20/12/2021;205897;120;3172;6;;;;;2506;1381492;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;21/12/2021;206273;376;3178;6;;;;;3275;1384767;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;22/12/2021;206616;343;3180;2;;;;;3696;1388463;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;23/12/2021;206935;319;3181;1;;;;;3843;1392306;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;24/12/2021;207221;286;3187;6;;;;;4011;1396317;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;25/12/2021;207542;321;3189;2;;;;;3435;1399752;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;26/12/2021;207709;167;3194;5;;;;;1383;1401135;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;27/12/2021;207709;0;3194;0;;;;;2241;1403376;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;28/12/2021;208352;643;3207;13;;;;;4384;1407760;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;29/12/2021;208899;547;3212;5;;;;;5639;1413399;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;30/12/2021;208899;0;3212;0;;;;;5482;1418881;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;31/12/2021;210224;1325;3217;5;;;;;4485;1423366;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;01/01/2022;210224;0;3217;0;;;;;3068;1426434;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;02/01/2022;210885;661;3220;3;;;;;1150;1427584;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;03/01/2022;210885;0;3220;0;;;;;2487;1430071;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;04/01/2022;212021;1136;3224;4;;;;;5166;1435237;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;05/01/2022;212021;0;3224;0;;;;;5694;1440931;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;06/01/2022;213257;1236;3228;4;;;;;;;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;07/01/2022;214905;1648;3233;5;;;;;8105;1449036;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;08/01/2022;214905;0;3233;0;;;;;8327;1457363;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;09/01/2022;219694;4789;3240;7;;;;;4729;1462092;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;10/01/2022;220487;793;3241;1;;;;;4996;1467088;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;11/01/2022;222664;2177;3247;6;;;;;8136;1475224;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;12/01/2022;224569;1905;3253;6;;;;;6757;1481981;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;13/01/2022;226598;2029;3255;2;;;;;7378;1489359;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;14/01/2022;228777;2179;3262;7;;;;;7626;1496985;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Europe;Albania;15/01/2022;230940;2163;3265;3;;;;;7626;1504611;tests performed;2872934;38,0;11803431;1,1;10,08;7,10;51,20
Africa;Algeria;15/11/2021;208104;134;5991;7;22;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;16/11/2021;208245;141;5997;6;19;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;17/11/2021;208380;135;6005;8;20;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;18/11/2021;208532;152;6009;4;22;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;19/11/2021;208695;163;6015;6;22;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;20/11/2021;208839;144;6017;2;24;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;21/11/2021;208952;113;6021;4;23;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;22/11/2021;209111;159;6026;5;22;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;23/11/2021;209283;172;6030;4;21;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;24/11/2021;209463;180;6035;5;18;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;25/11/2021;209624;161;6041;6;22;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;26/11/2021;209817;193;6046;5;23;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;27/11/2021;209980;163;6052;6;21;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;28/11/2021;210152;172;6058;6;20;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;29/11/2021;210344;192;6064;6;17;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;30/11/2021;210531;187;6071;7;14;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;01/12/2021;210723;192;6076;5;16;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;02/12/2021;210921;198;6083;7;15;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;03/12/2021;211112;191;6089;6;15;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;04/12/2021;211297;185;6096;7;15;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;05/12/2021;211469;172;6103;7;16;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;06/12/2021;211662;193;6111;8;14;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;07/12/2021;211859;197;6114;3;20;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;08/12/2021;212047;188;6122;8;19;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;09/12/2021;212224;177;6126;4;20;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;10/12/2021;212434;210;6132;6;22;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;11/12/2021;212652;218;6137;5;24;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;12/12/2021;212848;196;6145;8;28;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;13/12/2021;213058;210;6151;6;26;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;14/12/2021;213288;230;6155;4;28;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;15/12/2021;213533;245;6165;10;26;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;16/12/2021;213745;212;6171;6;30;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;17/12/2021;214044;299;6175;4;27;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;18/12/2021;214330;286;6180;5;24;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;19/12/2021;214592;262;6184;4;21;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;20/12/2021;214835;243;6190;6;22;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;21/12/2021;215145;310;6198;8;21;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;22/12/2021;215430;285;6205;7;26;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;23/12/2021;215723;293;6213;8;30;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;24/12/2021;216098;375;6222;9;34;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;25/12/2021;216376;278;6229;7;36;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;26/12/2021;216637;261;6238;9;38;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;27/12/2021;216930;293;6246;8;34;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;28/12/2021;217265;335;6254;8;27;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;29/12/2021;217647;382;6263;9;28;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;30/12/2021;218037;390;6271;8;27;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;31/12/2021;218432;395;6276;5;26;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;01/01/2022;218818;386;6284;8;27;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;02/01/2022;219159;341;6291;7;30;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;03/01/2022;219532;373;6298;7;34;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;04/01/2022;219953;421;6303;5;32;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;05/01/2022;220415;462;6310;7;33;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;06/01/2022;220825;410;6318;8;33;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;07/01/2022;221316;491;6325;7;31;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;08/01/2022;221742;426;6330;5;35;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;09/01/2022;222157;415;6339;9;33;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;10/01/2022;222639;482;6349;10;39;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;11/01/2022;223196;557;6363;14;37;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
Africa;Algeria;12/01/2022;223806;610;6372;9;41;;;;;;;44616626;29,1;13913839;0,5;6,73;0,70;30,40
